months_as_customer,age,policy_number,policy_bind_date,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,postcode.2,region.1,total_crimes_nearby.1,vehicle_crimes_nearby.1,rainfall_mm.1,max_windspeed_kmh.1,max_temp_c.1,postcode,region,claim_date,total_crimes_nearby,vehicle_crimes_nearby,rainfall_mm,max_windspeed_kmh,max_temp_c
215,37,761189,2002-12-28,100/300,500,1632.93,0,FEMALE,College,transport-moving,golf,not-in-family,0,-42900,2015-02-23,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,7,3,NO,2,0,YES,57120,9520,4760,42840,Mercedes,C300,2002,N,M1 1AE,North West,16.0,0.0,3.3,20.4,7.2,WR11 3JT,West Midlands,2024-02-23,149.0,5.0,3.5,21.6,7.2
192,40,175177,2004-04-15,100/300,1000,1405.99,0,FEMALE,Associate,sales,yachting,wife,0,0,2015-03-01,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,18,3,YES,1,0,YES,42930,9540,4770,28620,BMW,X6,2005,N,NG1 1AA,East Midlands,,,1.1,27.2,7.5,WS1 4HS,West Midlands,2024-03-01,649.0,49.0,9.0,29.2,6.3
120,35,116700,2001-02-02,100/300,1000,1425.54,0,FEMALE,High School,transport-moving,bungie-jumping,other-relative,78300,0,2015-01-15,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,22,3,NO,2,0,NO,51210,11380,5690,34140,Ford,Fusion,2010,N,BN1 1AA,South East,,,0.3,35.4,7.8,M24 2GB,North West,2023-01-15,,,5.3,29.8,7.0
270,45,166264,2010-01-12,500/1000,1000,1038.09,0,FEMALE,College,handlers-cleaners,golf,husband,0,-19700,2015-01-14,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,18,3,NO,1,1,YES,89400,14900,7450,67050,Suburu,Legacy,1998,N,,,,,,,,LS14 3HF,Yorkshire and The Humber,2024-01-14,23.0,0.0,0.0,16.9,4.2
319,47,527945,1992-04-14,250/500,500,1307.11,0,MALE,College,transport-moving,dancing,not-in-family,0,0,2015-02-17,Multi-vehicle Collision,Front Collision,Total Loss,Police,22,3,NO,0,2,?,59730,10860,10860,38010,Audi,A3,2005,N,,,,,,,,TW3 1GN,London,2024-02-17,713.0,34.0,0.9,25.4,13.4
194,39,627540,2010-05-21,500/1000,1000,1489.24,6000000,FEMALE,JD,other-service,kayaking,wife,0,-45000,2015-01-24,Vehicle Theft,?,Minor Damage,,15,1,YES,2,2,YES,8060,1240,1240,5580,Saab,95,2004,N,,,,,,,,LA14 5DF,North West,2023-01-24,,,0.7,18.6,6.7
227,38,279422,2013-10-27,500/1000,500,976.67,0,FEMALE,PhD,handlers-cleaners,polo,unmarried,0,0,2015-01-21,Single Vehicle Collision,Rear Collision,Major Damage,Fire,16,1,?,1,2,?,72200,14440,7220,50540,BMW,M5,2013,Y,,,,,,,,BT63 5JA,,2024-01-21,119.0,2.0,7.9,50.5,12.4
137,31,484200,1994-10-12,250/500,2000,1340.43,0,MALE,High School,exec-managerial,paintball,husband,52700,-40600,2015-02-19,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,6,3,NO,1,2,NO,50800,10160,10160,30480,Accura,MDX,2005,N,,,,,,,,LL30 3PD,,2023-02-19,,,0.0,28.2,9.9
244,40,645258,1997-07-04,500/1000,2000,1267.81,5000000,FEMALE,Masters,exec-managerial,video-games,wife,0,0,2015-01-03,Vehicle Theft,?,Trivial Damage,,10,1,?,2,1,?,6600,660,1320,4620,Accura,TL,2005,N,,,,,,,,PL13 1ET,South West,2024-01-03,35.0,0.0,6.8,37.1,10.2
78,29,694662,2011-02-15,250/500,1000,1234.2,6000000,MALE,Masters,other-service,bungie-jumping,other-relative,0,0,2015-01-29,Vehicle Theft,?,Minor Damage,Police,3,1,YES,2,2,NO,7500,750,1500,5250,Nissan,Maxima,2002,N,YO61 1AA,Yorkshire and The Humber,1.0,0.0,22.8,19.8,10.4,NE9 7EY,North East,2024-01-29,130.0,5.0,21.7,20.4,11.4
200,35,960680,1994-08-21,250/500,2000,1318.06,0,MALE,High School,exec-managerial,video-games,wife,57300,-80600,2015-01-19,Vehicle Theft,?,Trivial Damage,,13,1,NO,0,3,YES,6490,1180,1180,4130,Volkswagen,Jetta,2002,N,NG1 1AA,East Midlands,1431.0,58.0,0.0,20.2,3.6,BT56 8FW,,2024-01-19,42.0,1.0,0.0,26.7,4.3
284,48,498140,1997-05-15,500/1000,2000,769.95,0,MALE,Masters,prof-specialty,movies,not-in-family,0,-44200,2015-01-19,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,16,2,?,2,3,NO,60940,5540,11080,44320,Audi,A3,2013,Y,,,,,,,,DE56 2JB,East Midlands,2023-01-19,,,0.0,24.5,3.0
275,41,498875,1996-10-26,100/300,2000,1514.72,0,MALE,High School,transport-moving,board-games,own-child,35700,0,2015-02-02,Multi-vehicle Collision,Front Collision,Major Damage,Fire,13,3,YES,0,1,?,58300,5830,11660,40810,Suburu,Legacy,2007,N,,,,,,,,TA6 4ET,South West,2023-02-02,,,0.1,23.6,11.6
153,34,798177,2006-03-04,500/1000,1000,873.64,4000000,FEMALE,Associate,priv-house-serv,yachting,husband,800,0,2015-01-30,Multi-vehicle Collision,Front Collision,Minor Damage,Other,9,3,NO,2,1,?,68400,11400,11400,45600,Ford,F150,2007,N,,,,,,,,WS1 4HS,West Midlands,2023-01-30,,,0.3,25.3,8.4
134,32,614763,1991-01-02,500/1000,500,1612.43,0,FEMALE,MD,other-service,yachting,own-child,36400,0,2015-01-08,Single Vehicle Collision,Side Collision,Total Loss,Fire,2,1,?,2,1,YES,64240,11680,11680,40880,BMW,3 Series,2015,N,M1 1AE,North West,,,2.6,29.2,8.2,KT22 9AD,South East,2023-01-08,,,1.9,31.1,8.2
31,36,679370,1999-08-15,500/1000,2000,1318.24,9000000,FEMALE,College,prof-specialty,kayaking,not-in-family,0,-78600,2015-01-30,Parked Car,?,Trivial Damage,,9,1,NO,0,1,YES,4700,940,470,3290,Dodge,Neon,2002,N,S1 1AA,Yorkshire and The Humber,,,0.1,30.4,8.7,G11 5HD,,2023-01-30,,,0.4,31.7,7.9
41,25,958857,1992-01-15,100/300,1000,1226.83,0,FEMALE,College,exec-managerial,exercise,not-in-family,0,-56100,2015-01-07,Multi-vehicle Collision,Side Collision,Major Damage,Other,12,3,YES,2,0,?,45120,0,5640,39480,Accura,MDX,2011,Y,,,,,,,,LS14 3HF,Yorkshire and The Humber,2023-01-07,,,5.4,35.9,11.6
127,29,686816,1999-12-07,250/500,2000,1326.44,5000000,FEMALE,High School,sales,board-games,own-child,0,0,2015-02-24,Multi-vehicle Collision,Front Collision,Total Loss,Fire,12,2,YES,1,1,?,66950,10300,10300,46350,Saab,93,1995,N,,,,,,,,DT2 0GA,South West,2024-02-24,0.0,0.0,0.3,13.7,7.1
61,23,127754,1993-06-06,250/500,2000,1136.83,4000000,FEMALE,Associate,tech-support,exercise,own-child,0,-62400,2015-02-02,Single Vehicle Collision,Side Collision,Major Damage,Police,14,1,NO,0,3,?,98340,8940,17880,71520,Honda,Accord,2004,Y,,,,,,,,KT22 9AD,South East,2023-02-02,,,0.1,27.7,10.6
207,42,918629,2000-10-03,250/500,2000,1322.78,0,MALE,PhD,farming-fishing,yachting,own-child,55200,0,2015-02-28,Parked Car,?,Trivial Damage,,9,1,NO,0,1,NO,5900,590,590,4720,BMW,X5,2007,N,,,,,,,,M24 2GB,North West,2024-02-28,0.0,0.0,4.1,22.3,10.0
219,43,731450,2010-12-29,100/300,1000,1483.25,0,FEMALE,MD,exec-managerial,exercise,not-in-family,90700,-20800,2015-02-09,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,3,3,NO,1,1,?,70680,5890,11780,53010,Ford,Fusion,2009,N,,,,,,,,IM4 7JQ,,2023-02-09,,,,,
271,42,307447,1990-03-17,100/300,500,1515.3,0,FEMALE,High School,machine-op-inspct,hiking,not-in-family,0,0,2015-01-19,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,21,3,NO,1,0,NO,93720,17040,8520,68160,Mercedes,ML350,2005,N,CF10 1AA,,1223.0,92.0,0.0,14.7,5.7,G11 5HD,,2023-01-19,,,0.0,21.6,4.6
80,25,992145,2012-03-01,100/300,2000,1075.18,5000000,FEMALE,PhD,armed-forces,exercise,husband,67700,-58400,2015-02-21,Vehicle Theft,?,Minor Damage,,5,1,NO,2,0,YES,6930,1260,630,5040,Toyota,Highlander,2001,N,,,,,,,,DE56 2JB,East Midlands,2023-02-21,,,0.1,18.2,9.7
325,47,900628,2006-02-05,500/1000,1000,1690.27,0,FEMALE,Associate,protective-serv,hiking,not-in-family,61500,0,2015-01-14,Single Vehicle Collision,Side Collision,Major Damage,Fire,11,1,YES,0,3,NO,72930,6630,6630,59670,Dodge,RAM,2006,Y,SW1A 1AA,London,4960.0,187.0,1.6,17.1,5.7,LU7 2QH,East of England,2024-01-14,84.0,3.0,1.3,18.2,5.1
29,25,235220,2014-11-01,250/500,2000,1352.83,0,MALE,Masters,farming-fishing,skydiving,own-child,0,-71700,2015-01-22,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,4,4,YES,1,2,YES,64890,7210,7210,50470,Nissan,Pathfinder,2013,Y,,,,,,,,DT6 6SG,South West,2024-01-22,0.0,0.0,2.6,53.7,12.7
295,48,740019,2009-06-17,250/500,1000,1148.73,0,FEMALE,College,machine-op-inspct,kayaking,wife,0,0,2015-02-22,Parked Car,?,Trivial Damage,,6,1,?,1,2,YES,5400,900,900,3600,Saab,95,1999,N,OX1 1AA,South East,,,4.4,16.4,9.2,KY15 7BA,,2023-02-22,,,7.0,21.1,8.7
239,42,246882,1999-09-20,100/300,1000,969.5,0,MALE,College,exec-managerial,reading,not-in-family,0,0,2015-01-26,Vehicle Theft,?,Trivial Damage,,10,1,NO,0,0,?,5600,700,700,4200,Audi,A3,2007,N,,,,,,,,WR11 3JT,West Midlands,2023-01-26,,,0.1,21.6,7.6
269,41,797613,1990-10-19,100/300,500,1463.82,0,FEMALE,College,protective-serv,yachting,not-in-family,0,-72300,2015-01-24,Single Vehicle Collision,Rear Collision,Minor Damage,Police,23,1,YES,0,0,?,79300,15860,15860,47580,Saab,92x,2007,N,M1 1AE,North West,16.0,1.0,1.2,38.5,10.4,NR18 9AN,East of England,2024-01-24,54.0,3.0,0.0,45.6,13.3
80,27,193442,1996-08-05,100/300,1000,1474.17,0,FEMALE,College,tech-support,exercise,unmarried,0,0,2015-02-19,Single Vehicle Collision,Side Collision,Major Damage,Police,13,1,YES,1,0,YES,52800,10560,5280,36960,Saab,95,2004,N,OX1 1AA,South East,388.0,4.0,0.5,21.9,12.5,KT22 9AD,South East,2024-02-19,128.0,10.0,1.6,21.3,12.6
279,41,389238,2001-06-06,250/500,500,1497.35,0,FEMALE,JD,prof-specialty,bungie-jumping,husband,37300,-31700,2015-01-29,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,16,3,?,2,3,NO,28800,0,3600,25200,Ford,Fusion,2013,N,,,,,,,,NE9 7EY,North East,2023-01-29,,,0.1,32.8,9.7
165,33,760179,2007-03-25,100/300,1000,1427.14,0,FEMALE,Associate,tech-support,kayaking,other-relative,35300,-58100,2015-02-15,Parked Car,?,Minor Damage,Police,3,1,NO,1,1,NO,2970,330,330,2310,Toyota,Highlander,2008,N,,,,,,,,IM4 7JQ,,2024-02-15,,,,,
350,54,939905,2013-10-31,500/1000,500,1495.1,0,MALE,College,other-service,basketball,wife,50500,0,2015-02-12,Multi-vehicle Collision,Side Collision,Total Loss,Police,15,3,NO,0,0,?,93480,15580,7790,70110,Chevrolet,Malibu,2014,N,,,,,,,,NR18 9AN,East of England,2023-02-12,,,0.0,9.7,8.8
295,49,872814,1992-06-13,100/300,500,1141.62,0,MALE,College,prof-specialty,kayaking,husband,34300,-24300,2015-01-01,Vehicle Theft,?,Minor Damage,,4,1,YES,1,3,YES,4320,480,480,3360,Mercedes,E400,2002,N,,,,,,,,G61 3LF,,2024-01-01,0.0,0.0,2.7,20.7,5.4
464,61,632627,1990-10-07,500/1000,1000,1125.37,0,FEMALE,Associate,prof-specialty,basketball,husband,0,-56400,2015-01-13,Multi-vehicle Collision,Rear Collision,Major Damage,Police,6,3,?,0,2,YES,79800,6650,19950,53200,Saab,95,2000,Y,,,,,,,,RM12 4BG,London,2024-01-13,459.0,47.0,0.0,12.1,4.3
118,28,283414,1991-12-28,500/1000,2000,1207.36,0,FEMALE,High School,handlers-cleaners,camping,own-child,0,-57000,2015-03-01,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,22,2,NO,1,0,?,74200,7420,14840,51940,Volkswagen,Passat,1997,N,M1 1AE,North West,18.0,0.0,11.3,30.3,6.0,M24 2GB,North West,2023-03-01,,,0.3,23.2,7.4
298,47,163161,1998-11-11,500/1000,2000,1338.5,0,FEMALE,PhD,machine-op-inspct,basketball,other-relative,28800,0,2015-02-02,Single Vehicle Collision,Front Collision,Major Damage,Fire,1,1,?,0,0,?,70590,10860,10860,48870,Saab,93,2000,Y,M1 1AE,North West,16.0,0.0,1.1,27.2,11.7,WS1 4HS,West Midlands,2024-02-02,600.0,54.0,0.0,25.8,11.2
87,31,853360,2009-06-26,500/1000,1000,1074.07,0,FEMALE,Masters,sales,chess,husband,0,-47500,2015-01-27,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,16,3,NO,0,3,YES,60940,5540,11080,44320,Nissan,Ultima,2006,Y,,,,,,,,RM12 4BG,London,2023-01-27,,,0.0,19.2,7.2
261,42,776860,2009-01-11,250/500,500,1337.56,0,FEMALE,College,prof-specialty,video-games,unmarried,0,0,2015-01-12,Single Vehicle Collision,Rear Collision,Minor Damage,Police,18,1,?,1,2,YES,74700,7470,14940,52290,Dodge,RAM,2010,N,OX1 1AA,South East,363.0,6.0,0.0,16.8,6.1,KT22 9AD,South East,2023-01-12,,,4.9,41.0,11.5
453,60,149367,2003-03-18,100/300,500,1298.91,6000000,MALE,PhD,craft-repair,dancing,unmarried,52600,-38800,2015-01-06,Single Vehicle Collision,Front Collision,Major Damage,Fire,0,1,YES,0,0,?,70000,14000,7000,49000,Ford,F150,2015,Y,,,,,,,,DE56 2JB,East Midlands,2023-01-06,,,4.0,33.7,10.9
210,41,395269,2012-11-02,500/1000,500,1222.75,0,MALE,High School,exec-managerial,polo,other-relative,0,-41000,2015-01-30,Multi-vehicle Collision,Rear Collision,Total Loss,Other,12,3,?,2,0,NO,81070,14740,14740,51590,BMW,X5,2001,N,CF10 1AA,,1223.0,92.0,0.0,20.4,10.4,NG34 8NE,East Midlands,2024-01-30,2.0,0.0,2.2,23.1,11.7
168,32,981123,2000-05-04,100/300,1000,1059.52,0,MALE,MD,protective-serv,camping,own-child,0,-40600,2015-03-01,Multi-vehicle Collision,Side Collision,Major Damage,Other,13,2,?,1,1,?,57720,14430,9620,33670,Saab,93,2007,N,M1 1AE,North West,,,0.3,21.4,7.6,LL30 3PD,,2024-03-01,17.0,0.0,2.2,26.1,6.6
390,51,143626,1999-09-29,250/500,2000,1124.38,0,MALE,Associate,armed-forces,reading,other-relative,0,0,2015-02-24,Vehicle Theft,?,Minor Damage,,9,1,YES,1,1,YES,7080,1180,1180,4720,Ford,F150,2001,N,,,,,,,,LA14 5DF,North West,2023-02-24,,,0.0,25.6,10.6
258,46,648397,1999-03-09,100/300,1000,1110.37,10000000,MALE,MD,machine-op-inspct,hiking,other-relative,34400,-56800,2015-01-24,Multi-vehicle Collision,Side Collision,Total Loss,Other,14,3,NO,0,1,?,47700,4770,9540,33390,Accura,MDX,1997,Y,OX1 1AA,South East,363.0,6.0,0.0,40.3,11.5,BT56 8FW,,2024-01-24,42.0,1.0,0.4,42.0,9.3
107,31,154982,1991-02-13,500/1000,2000,1374.22,0,FEMALE,PhD,machine-op-inspct,bungie-jumping,other-relative,62000,-63100,2015-02-26,Single Vehicle Collision,Rear Collision,Minor Damage,Police,16,1,NO,0,3,NO,51260,9320,9320,32620,Suburu,Legacy,2002,N,,,,,,,,NR18 9AN,East of England,2023-02-26,,,0.1,22.2,6.8
225,41,330591,1993-08-05,500/1000,2000,1103.58,0,MALE,High School,exec-managerial,exercise,unmarried,41200,-36200,2015-01-19,Multi-vehicle Collision,Side Collision,Major Damage,Police,20,3,?,2,2,NO,70400,6400,12800,51200,Toyota,Highlander,2011,Y,,,,,,,,G61 3LF,,2024-01-19,0.0,0.0,1.5,24.8,3.9
164,38,319232,1997-10-31,250/500,2000,1269.76,0,FEMALE,PhD,transport-moving,yachting,not-in-family,44300,0,2015-01-17,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,4,1,NO,1,3,YES,90000,18000,9000,63000,Ford,Fusion,2015,N,OX1 1AA,South East,,,0.0,11.9,2.7,TA6 4ET,South West,2023-01-17,,,0.0,12.9,2.5
245,39,531640,2001-04-21,250/500,500,964.79,8000000,FEMALE,Associate,adm-clerical,camping,husband,58000,0,2015-02-20,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,7,3,?,0,1,?,72820,13240,6620,52960,BMW,3 Series,2010,N,NG1 1AA,East Midlands,,,0.0,33.0,13.1,ME9 8WL,South East,2023-02-20,,,0.0,25.1,11.8
255,41,368050,2013-01-08,500/1000,2000,1167.3,4000000,MALE,High School,priv-house-serv,board-games,other-relative,0,0,2015-02-22,Single Vehicle Collision,Side Collision,Minor Damage,Fire,22,1,NO,2,0,?,69300,13860,13860,41580,Volkswagen,Passat,2000,N,YO61 1AA,Yorkshire and The Humber,,,0.6,24.6,8.5,WS1 4HS,West Midlands,2024-02-22,600.0,54.0,9.5,29.3,8.6
206,36,253791,2009-07-23,500/1000,500,1625.45,4000000,FEMALE,MD,other-service,video-games,other-relative,0,-53700,2015-01-23,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,11,1,NO,2,1,NO,76560,12760,12760,51040,Ford,Fusion,2008,Y,,,,,,,,PO19 6EU,South East,2023-01-23,,,0.0,15.3,3.8
203,38,155724,1998-02-20,250/500,500,1394.43,0,FEMALE,Masters,other-service,skydiving,not-in-family,0,0,2015-01-31,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,7,1,?,0,1,YES,55440,0,6160,49280,Nissan,Maxima,1999,Y,,,,,,,,LA14 5DF,North West,2023-01-31,,,5.0,38.7,8.6
22,25,824540,2008-03-13,250/500,2000,1053.24,0,FEMALE,College,prof-specialty,movies,other-relative,51100,0,2015-01-05,Multi-vehicle Collision,Front Collision,Total Loss,Other,0,4,YES,1,0,NO,77130,8570,17140,51420,Accura,MDX,1995,N,,,,,,,,NE9 7EY,North East,2024-01-05,130.0,5.0,2.2,9.7,6.2
211,35,717392,1996-08-20,100/300,500,1040.75,0,FEMALE,JD,prof-specialty,paintball,not-in-family,0,0,2015-02-03,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,1,1,YES,1,1,?,42000,7000,7000,28000,BMW,X5,2011,N,CF10 1AA,,,,0.2,28.6,10.7,ME9 8WL,South East,2023-02-03,,,0.0,23.2,12.3
206,39,965768,2014-07-27,250/500,1000,1302.4,6000000,MALE,JD,craft-repair,dancing,unmarried,47200,-69700,2015-02-17,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,12,3,NO,2,3,YES,36300,3300,9900,23100,Ford,Escape,2013,N,,,,,,,,KY15 7BA,,2023-02-17,,,7.6,40.5,11.0
166,38,414779,1992-11-09,100/300,2000,1588.55,0,MALE,MD,protective-serv,video-games,unmarried,59600,-32100,2015-01-09,Single Vehicle Collision,Side Collision,Total Loss,Other,8,1,NO,0,0,?,40320,5760,5760,28800,Suburu,Impreza,2001,N,,,,,,,,ML9 2SA,,2023-01-09,,,1.2,28.2,5.1
165,32,428230,2012-06-04,500/1000,500,1399.26,0,FEMALE,High School,tech-support,exercise,own-child,70500,0,2015-02-08,Parked Car,?,Minor Damage,Police,9,1,?,2,0,?,3960,330,660,2970,BMW,M5,1998,N,SW1A 1AA,London,5183.0,187.0,16.1,25.3,12.2,EX8 5DT,South West,2023-02-08,,,0.0,12.3,7.1
274,43,517240,2001-05-13,100/300,2000,1352.31,0,MALE,College,farming-fishing,basketball,wife,40700,-47300,2015-02-06,Single Vehicle Collision,Front Collision,Major Damage,Fire,22,1,YES,0,3,YES,63840,10640,10640,42560,BMW,X5,2006,Y,,,,,,,,TW3 1GN,London,2024-02-06,713.0,34.0,6.0,34.6,13.2
81,28,469874,2011-09-17,250/500,1000,1139.0,6000000,FEMALE,Masters,sales,sleeping,husband,42400,0,2015-01-14,Multi-vehicle Collision,Front Collision,Major Damage,Fire,0,3,?,1,2,?,44730,4970,4970,34790,Saab,92x,2000,Y,NR35 1AA,East of England,,,8.9,38.0,12.0,ME9 8WL,South East,2024-01-14,24.0,0.0,0.7,17.2,4.8
280,45,718428,2011-07-15,250/500,1000,1397.67,0,MALE,JD,machine-op-inspct,camping,wife,57900,0,2015-01-22,Multi-vehicle Collision,Front Collision,Minor Damage,Other,0,3,YES,1,2,NO,84720,14120,14120,56480,Ford,Escape,1999,N,CF10 1AA,,,,0.0,10.0,4.0,SN11 8UB,South West,2023-01-22,,,0.0,13.4,3.3
194,39,620215,2005-07-27,250/500,500,823.17,0,MALE,Masters,adm-clerical,paintball,own-child,0,0,2015-02-23,Multi-vehicle Collision,Front Collision,Major Damage,Other,3,3,?,2,2,NO,61500,6150,12300,43050,Dodge,RAM,2012,N,,,,,,,,IM4 7JQ,,2024-02-23,,,,,
112,27,618659,2005-10-18,100/300,500,965.13,0,FEMALE,Masters,tech-support,exercise,unmarried,60000,-54800,2015-02-22,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,21,3,?,0,1,?,51000,8500,8500,34000,Nissan,Pathfinder,2013,N,,,,,,,,PL13 1ET,South West,2023-02-22,,,1.4,28.6,8.8
24,33,649082,1996-01-19,500/1000,1000,1922.84,0,FEMALE,High School,machine-op-inspct,skydiving,wife,0,-45200,2015-01-24,Single Vehicle Collision,Side Collision,Total Loss,Police,0,1,?,2,1,NO,46800,4680,9360,32760,Jeep,Wrangler,2002,N,,,,,,,,KY15 7BA,,2024-01-24,0.0,0.0,0.8,39.4,8.8
93,32,437573,2005-09-29,250/500,2000,1624.82,0,MALE,PhD,exec-managerial,basketball,unmarried,65300,-65600,2015-02-09,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,16,1,?,1,1,?,78120,17360,8680,52080,BMW,3 Series,2006,N,,,,,,,,ME9 8WL,South East,2023-02-09,,,0.0,13.0,8.4
171,34,964657,1997-02-18,250/500,2000,1277.25,0,FEMALE,College,exec-managerial,yachting,other-relative,84900,0,2015-01-19,Single Vehicle Collision,Rear Collision,Major Damage,Police,14,1,NO,1,2,?,69200,13840,6920,48440,Volkswagen,Passat,1996,Y,,,,,,,,BT56 8FW,,2023-01-19,,,5.6,20.1,4.7
200,40,932502,2010-05-11,100/300,1000,1439.34,0,FEMALE,High School,sales,exercise,other-relative,45300,-20400,2015-01-01,Vehicle Theft,?,Minor Damage,Police,9,1,?,0,0,NO,3690,410,410,2870,Ford,Escape,2015,N,BN1 1AA,South East,1309.0,46.0,11.1,42.1,11.0,EX8 5DT,South West,2023-01-01,,,2.7,35.7,11.3
120,28,434507,2009-02-06,250/500,1000,1281.27,0,FEMALE,PhD,tech-support,golf,not-in-family,68900,0,2015-01-07,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,9,3,NO,0,3,?,65500,6550,6550,52400,BMW,X5,2010,N,,,,,,,,NG34 8NE,East Midlands,2023-01-07,,,5.2,39.2,12.0
325,46,935277,2013-07-09,500/1000,500,1348.83,0,FEMALE,High School,prof-specialty,basketball,wife,46300,-77500,2015-02-01,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,21,3,?,1,2,YES,76120,13840,6920,55360,Toyota,Camry,1999,N,GL54 1AA,South West,8.0,0.0,0.1,23.1,9.5,RM12 4BG,London,2024-02-01,420.0,26.0,0.2,21.7,10.9
124,32,756054,1992-06-06,250/500,1000,1198.15,0,FEMALE,MD,other-service,hiking,not-in-family,0,-43200,2015-02-21,Multi-vehicle Collision,Front Collision,Total Loss,Other,19,3,NO,0,2,YES,73560,12260,12260,49040,BMW,X5,1995,N,NR35 1AA,East of England,40.0,1.0,4.1,32.9,11.2,KT22 9AD,South East,2024-02-21,128.0,10.0,4.2,35.8,11.5
211,35,682387,1998-03-08,100/300,2000,1221.22,0,MALE,Masters,machine-op-inspct,camping,other-relative,76000,0,2015-01-21,Single Vehicle Collision,Rear Collision,Total Loss,Police,2,1,YES,0,1,?,52030,9460,4730,37840,Mercedes,E400,2008,N,,,,,,,,IM4 7JQ,,2024-01-21,,,,,
287,41,456604,2004-03-29,500/1000,2000,968.74,0,MALE,Masters,transport-moving,video-games,wife,0,-49000,2015-01-19,Vehicle Theft,?,Trivial Damage,,9,1,?,2,3,?,5170,470,940,3760,Suburu,Forrestor,2001,N,M1 1AE,North West,16.0,1.0,0.0,21.4,5.2,TW3 1GN,London,2023-01-19,,,0.0,11.4,4.1
122,34,139872,2006-06-01,250/500,1000,1220.71,0,MALE,PhD,machine-op-inspct,video-games,own-child,58600,-28700,2015-02-27,Parked Car,?,Minor Damage,,5,1,?,2,1,YES,8190,1890,1260,5040,Chevrolet,Silverado,2013,N,,,,,,,,WS1 4HS,West Midlands,2024-02-27,600.0,54.0,0.6,26.0,7.2
22,29,354105,1994-06-08,250/500,2000,1238.62,6000000,MALE,MD,exec-managerial,yachting,other-relative,0,-56200,2015-02-14,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,14,1,?,2,3,?,70800,7080,14160,49560,Accura,MDX,2012,Y,S1 1AA,Yorkshire and The Humber,,,0.0,14.8,9.8,DE56 2JB,East Midlands,2023-02-14,,,0.0,13.4,9.2
106,31,165485,1998-02-12,500/1000,2000,1320.75,0,FEMALE,JD,farming-fishing,video-games,wife,54100,0,2015-02-01,Multi-vehicle Collision,Rear Collision,Total Loss,Police,20,3,?,0,3,YES,45630,5070,5070,35490,Accura,MDX,2011,N,,,,,,,,DT6 6SG,South West,2023-02-01,,,0.0,30.2,10.2
398,58,515050,2000-11-16,100/300,500,990.98,0,FEMALE,Associate,exec-managerial,cross-fit,wife,0,-57900,2015-02-02,Single Vehicle Collision,Front Collision,Major Damage,Police,18,1,YES,2,1,?,99320,7640,15280,76400,Accura,TL,2002,Y,,,,,,,,WS1 4HS,West Midlands,2024-02-02,600.0,54.0,0.0,25.8,11.2
214,41,795686,2004-10-24,500/1000,500,1398.51,4000000,MALE,Masters,tech-support,polo,not-in-family,0,-57100,2015-02-01,Multi-vehicle Collision,Side Collision,Major Damage,Fire,13,3,?,2,0,NO,64000,12800,6400,44800,BMW,X6,1996,Y,CF10 1AA,,,,0.1,28.9,10.2,G61 3LF,,2023-02-01,,,6.8,29.5,7.7
209,38,395983,2009-11-08,100/300,500,1355.08,0,FEMALE,MD,other-service,golf,other-relative,58100,0,2015-01-19,Single Vehicle Collision,Front Collision,Minor Damage,Fire,21,1,?,1,1,?,47300,4730,4730,37840,Nissan,Pathfinder,2014,N,SW1A 1AA,London,,,0.0,10.8,4.1,WR11 3JT,West Midlands,2024-01-19,133.0,5.0,0.0,18.1,4.5
